layer,name,category,shapes,matrix_flops,scalar_flops,special_ops,weight_read_bytes,activation_read_bytes,activation_write_bytes,notes
6,pv,attention,"{""P"": [1, 64, 1, 8193], ""V_shared"": [1, 4, 8193, 128], ""output"": [1, 64, 1, 128]}",134234112,0,{},0,10487040,16384,PV/AV：各 Q 头仍计算；V 容量不乘 GQA 复制数。载荷假定 V 在头／查询之间理想复用。
6,o_proj,linear,"{""input"": [1, 8192], ""weight_math"": [8192, 4096], ""weight_storage"": [4096, 8192], ""output"": [1, 4096]}",67108864,0,{},67108864,16384,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
6,attention_residual,residual,"{""inputs_each"": [1, 4096], ""output"": [1, 4096]}",0,4096,{},0,16384,8192,
6,post_attention_layernorm,normalization,"{""input"": [1, 4096], ""weight"": [4096], ""output"": [1, 4096]}",0,16385,"{""rsqrt"": 1}",8192,8192,8192,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
6,router,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 128], ""weight_storage"": [128, 4096], ""output"": [1, 128]}",1048576,0,{},1048576,8192,256,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
6,router_softmax,routing,"{""input"": [1, 128], ""probabilities_fp32"": [1, 128]}",0,383,"{""exp"": 128, ""compare_max"": 127}",0,256,512,"FP32 softmax: subtract max, exp, reduction, divide; casts are not FLOPs."
6,router_topk,routing,"{""input_fp32"": [1, 128], ""values_fp32"": [1, 8], ""indices_int64"": [1, 8]}",0,0,"{""topk_rows"": 1, ""topk_candidates"": 128}",0,512,96,Top-k is an explicit selection primitive; candidate counts are not comparisons or FLOPs. Backend selection algorithm is unspecified.
6,router_renormalize_cast,routing,"{""selected_probabilities"": [1, 8]}",0,15,{},0,32,16,"Selected probabilities are renormalized if norm_topk_prob, then cast to activation dtype; row reduction assumed on-chip."
6,routing_one_hot,routing_metadata,"{""selected_int64"": [1, 8], ""mask_int64"": [1, 8, 128]}",0,0,"{""one_hot_entries"": 1024}",0,64,8192,Pinned HF reference materializes one_hot int64; this large routing mask is not assumed in optimized dispatch.
6,routing_where,routing_metadata,"{""mask_int64"": [128, 8, 1], ""top_x_and_slot_each"": [8]}",0,0,"{""integer_nonzero_tests"": 1024}",0,8192,128,Scan each expert mask; two int64 coordinates per assignment. Permute is a view.
6,expert_gather,routing,"{""source"": [1, 4096], ""gathered_rows"": [8, 4096]}",0,0,{},0,65600,65536,Logical gathers summed over experts; n_e and each concrete GEMM shape are in expert_matrices.
6,expert_gate_proj,linear,"{""input_per_expert"": [""n_e"", 4096], ""weight_storage_each"": [1536, 4096], ""output_per_expert"": [""n_e"", 1536], ""nonempty_experts"": 8, ""tokens_per_expert"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",100663296,0,{},100663296,65536,24576,"Sum of unpadded per-expert GEMMs; each visited expert weight read once per layer, not once per token."
6,expert_up_proj,linear,"{""input_per_expert"": [""n_e"", 4096], ""weight_storage_each"": [1536, 4096], ""output_per_expert"": [""n_e"", 1536], ""nonempty_experts"": 8, ""tokens_per_expert"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",100663296,0,{},100663296,65536,24576,"Sum of unpadded per-expert GEMMs; each visited expert weight read once per layer, not once per token."
6,expert_silu_mul,activation,"{""gate_and_up_each"": [8, 1536]}",0,49152,"{""exp"": 12288, ""negate"": 12288}",0,49152,24576,
6,expert_down_proj,linear,"{""input_per_expert"": [""n_e"", 1536], ""weight_storage_each"": [4096, 1536], ""output_per_expert"": [""n_e"", 4096], ""nonempty_experts"": 8, ""tokens_per_expert"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",100663296,0,{},100663296,24576,65536,Unpadded per-expert GEMMs; empty experts have zero arithmetic and no weight payload.
6,expert_probability_multiply,routing,"{""expert_outputs"": [8, 4096], ""routing_weights"": [8]}",0,32768,{},0,65680,65536,Probability broadcast reuses one value per assignment; int64 token/slot indices included.
6,expert_output_zero,routing,"{""output"": [1, 4096]}",0,0,{},0,0,8192,Reference initializes final_hidden_states to zero.
6,expert_index_add,routing,"{""weighted_outputs"": [8, 4096], ""combined_output"": [1, 4096]}",0,32768,{},0,131136,65536,"Reference index_add includes the first add into zero; destination read/update per assignment is logical payload, not measured HBM."
6,ffn_residual,residual,"{""inputs_each"": [1, 4096], ""output"": [1, 4096]}",0,4096,{},0,16384,8192,
7,input_layernorm,normalization,"{""input"": [1, 4096], ""weight"": [4096], ""output"": [1, 4096]}",0,16385,"{""rsqrt"": 1}",8192,8192,8192,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
7,q_proj,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 8192], ""weight_storage"": [8192, 4096], ""output"": [1, 8192]}",67108864,0,{},67108864,8192,16384,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
7,k_proj,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 512], ""weight_storage"": [512, 4096], ""output"": [1, 512]}",4194304,0,{},4194304,8192,1024,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
7,v_proj,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 512], ""weight_storage"": [512, 4096], ""output"": [1, 512]}",4194304,0,{},4194304,8192,1024,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
7,q_norm,normalization,"{""input"": [64, 128], ""weight"": [128], ""output"": [64, 128]}",0,32832,"{""rsqrt"": 64}",256,16384,16384,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
7,k_norm,normalization,"{""input"": [4, 128], ""weight"": [128], ""output"": [4, 128]}",0,2052,"{""rsqrt"": 4}",256,1024,1024,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
7,apply_rope,position,"{""Q"": [1, 64, 1, 128], ""K"": [1, 4, 1, 128]}",0,26112,"{""negate"": 4352}",0,17920,17408,2 multiply + 1 add/元素，rotate_half 符号翻转分列；表按批／头理想复用。
7,kv_append,state,"{""new_K_and_V_each"": [1, 4, 1, 128]}",0,0,{},0,2048,2048,原位／分页 append 载荷；不假定动态 torch.cat 对旧缓存整段复制。
7,qk,attention,"{""Q"": [1, 64, 1, 128], ""K_shared"": [1, 4, 8193, 128], ""scores_rectangular"": [1, 64, 1, 8193]}",134234112,0,{},0,8406016,2097408,FLOPs 仅有效因果位置；载荷是假定 Q/K 各读一次、GQA 头共享，完整分数矩阵物化。
7,score_scale_mask_softmax,softmax,"{""scores"": [1, 64, 1, 8193]}",0,2097344,"{""exp"": 524352, ""compare_max"": 524288, ""mask_decisions"": 524352}",0,2097408,2097408,选择的融合 scale/mask/softmax 代数工作；屏蔽点不计 exp。物化 FP32 默认概率；非具体 eager trace。
7,pv,attention,"{""P"": [1, 64, 1, 8193], ""V_shared"": [1, 4, 8193, 128], ""output"": [1, 64, 1, 128]}",134234112,0,{},0,10487040,16384,PV/AV：各 Q 头仍计算；V 容量不乘 GQA 复制数。载荷假定 V 在头／查询之间理想复用。
7,o_proj,linear,"{""input"": [1, 8192], ""weight_math"": [8192, 4096], ""weight_storage"": [4096, 8192], ""output"": [1, 4096]}",67108864,0,{},67108864,16384,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
7,attention_residual,residual,"{""inputs_each"": [1, 4096], ""output"": [1, 4096]}",0,4096,{},0,16384,8192,
7,post_attention_layernorm,normalization,"{""input"": [1, 4096], ""weight"": [4096], ""output"": [1, 4096]}",0,16385,"{""rsqrt"": 1}",8192,8192,8192,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
7,router,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 128], ""weight_storage"": [128, 4096], ""output"": [1, 128]}",1048576,0,{},1048576,8192,256,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
7,router_softmax,routing,"{""input"": [1, 128], ""probabilities_fp32"": [1, 128]}",0,383,"{""exp"": 128, ""compare_max"": 127}",0,256,512,"FP32 softmax: subtract max, exp, reduction, divide; casts are not FLOPs."
7,router_topk,routing,"{""input_fp32"": [1, 128], ""values_fp32"": [1, 8], ""indices_int64"": [1, 8]}",0,0,"{""topk_rows"": 1, ""topk_candidates"": 128}",0,512,96,Top-k is an explicit selection primitive; candidate counts are not comparisons or FLOPs. Backend selection algorithm is unspecified.
7,router_renormalize_cast,routing,"{""selected_probabilities"": [1, 8]}",0,15,{},0,32,16,"Selected probabilities are renormalized if norm_topk_prob, then cast to activation dtype; row reduction assumed on-chip."
7,routing_one_hot,routing_metadata,"{""selected_int64"": [1, 8], ""mask_int64"": [1, 8, 128]}",0,0,"{""one_hot_entries"": 1024}",0,64,8192,Pinned HF reference materializes one_hot int64; this large routing mask is not assumed in optimized dispatch.
7,routing_where,routing_metadata,"{""mask_int64"": [128, 8, 1], ""top_x_and_slot_each"": [8]}",0,0,"{""integer_nonzero_tests"": 1024}",0,8192,128,Scan each expert mask; two int64 coordinates per assignment. Permute is a view.
7,expert_gather,routing,"{""source"": [1, 4096], ""gathered_rows"": [8, 4096]}",0,0,{},0,65600,65536,Logical gathers summed over experts; n_e and each concrete GEMM shape are in expert_matrices.
7,expert_gate_proj,linear,"{""input_per_expert"": [""n_e"", 4096], ""weight_storage_each"": [1536, 4096], ""output_per_expert"": [""n_e"", 1536], ""nonempty_experts"": 8, ""tokens_per_expert"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",100663296,0,{},100663296,65536,24576,"Sum of unpadded per-expert GEMMs; each visited expert weight read once per layer, not once per token."
7,expert_up_proj,linear,"{""input_per_expert"": [""n_e"", 4096], ""weight_storage_each"": [1536, 4096], ""output_per_expert"": [""n_e"", 1536], ""nonempty_experts"": 8, ""tokens_per_expert"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",100663296,0,{},100663296,65536,24576,"Sum of unpadded per-expert GEMMs; each visited expert weight read once per layer, not once per token."
7,expert_silu_mul,activation,"{""gate_and_up_each"": [8, 1536]}",0,49152,"{""exp"": 12288, ""negate"": 12288}",0,49152,24576,
7,expert_down_proj,linear,"{""input_per_expert"": [""n_e"", 1536], ""weight_storage_each"": [4096, 1536], ""output_per_expert"": [""n_e"", 4096], ""nonempty_experts"": 8, ""tokens_per_expert"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",100663296,0,{},100663296,24576,65536,Unpadded per-expert GEMMs; empty experts have zero arithmetic and no weight payload.
7,expert_probability_multiply,routing,"{""expert_outputs"": [8, 4096], ""routing_weights"": [8]}",0,32768,{},0,65680,65536,Probability broadcast reuses one value per assignment; int64 token/slot indices included.
7,expert_output_zero,routing,"{""output"": [1, 4096]}",0,0,{},0,0,8192,Reference initializes final_hidden_states to zero.
7,expert_index_add,routing,"{""weighted_outputs"": [8, 4096], ""combined_output"": [1, 4096]}",0,32768,{},0,131136,65536,"Reference index_add includes the first add into zero; destination read/update per assignment is logical payload, not measured HBM."
7,ffn_residual,residual,"{""inputs_each"": [1, 4096], ""output"": [1, 4096]}",0,4096,{},0,16384,8192,
8,input_layernorm,normalization,"{""input"": [1, 4096], ""weight"": [4096], ""output"": [1, 4096]}",0,16385,"{""rsqrt"": 1}",8192,8192,8192,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
8,q_proj,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 8192], ""weight_storage"": [8192, 4096], ""output"": [1, 8192]}",67108864,0,{},67108864,8192,16384,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
8,k_proj,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 512], ""weight_storage"": [512, 4096], ""output"": [1, 512]}",4194304,0,{},4194304,8192,1024,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
8,v_proj,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 512], ""weight_storage"": [512, 4096], ""output"": [1, 512]}",4194304,0,{},4194304,8192,1024,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
8,q_norm,normalization,"{""input"": [64, 128], ""weight"": [128], ""output"": [64, 128]}",0,32832,"{""rsqrt"": 64}",256,16384,16384,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
8,k_norm,normalization,"{""input"": [4, 128], ""weight"": [128], ""output"": [4, 128]}",0,2052,"{""rsqrt"": 4}",256,1024,1024,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
8,apply_rope,position,"{""Q"": [1, 64, 1, 128], ""K"": [1, 4, 1, 128]}",0,26112,"{""negate"": 4352}",0,17920,17408,2 multiply + 1 add/元素，rotate_half 符号翻转分列；表按批／头理想复用。
8,kv_append,state,"{""new_K_and_V_each"": [1, 4, 1, 128]}",0,0,{},0,2048,2048,原位／分页 append 载荷；不假定动态 torch.cat 对旧缓存整段复制。
8,qk,attention,"{""Q"": [1, 64, 1, 128], ""K_shared"": [1, 4, 8193, 128], ""scores_rectangular"": [1, 64, 1, 8193]}",134234112,0,{},0,8406016,2097408,FLOPs 仅有效因果位置；载荷是假定 Q/K 各读一次、GQA 头共享，完整分数矩阵物化。
8,score_scale_mask_softmax,softmax,"{""scores"": [1, 64, 1, 8193]}",0,2097344,"{""exp"": 524352, ""compare_max"": 524288, ""mask_decisions"": 524352}",0,2097408,2097408,选择的融合 scale/mask/softmax 代数工作；屏蔽点不计 exp。物化 FP32 默认概率；非具体 eager trace。
8,pv,attention,"{""P"": [1, 64, 1, 8193], ""V_shared"": [1, 4, 8193, 128], ""output"": [1, 64, 1, 128]}",134234112,0,{},0,10487040,16384,PV/AV：各 Q 头仍计算；V 容量不乘 GQA 复制数。载荷假定 V 在头／查询之间理想复用。
8,o_proj,linear,"{""input"": [1, 8192], ""weight_math"": [8192, 4096], ""weight_storage"": [4096, 8192], ""output"": [1, 4096]}",67108864,0,{},67108864,16384,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
8,attention_residual,residual,"{""inputs_each"": [1, 4096], ""output"": [1, 4096]}",0,4096,{},0,16384,8192,
8,post_attention_layernorm,normalization,"{""input"": [1, 4096], ""weight"": [4096], ""output"": [1, 4096]}",0,16385,"{""rsqrt"": 1}",8192,8192,8192,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
8,router,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 128], ""weight_storage"": [128, 4096], ""output"": [1, 128]}",1048576,0,{},1048576,8192,256,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
8,router_softmax,routing,"{""input"": [1, 128], ""probabilities_fp32"": [1, 128]}",0,383,"{""exp"": 128, ""compare_max"": 127}",0,256,512,"FP32 softmax: subtract max, exp, reduction, divide; casts are not FLOPs."
8,router_topk,routing,"{""input_fp32"": [1, 128], ""values_fp32"": [1, 8], ""indices_int64"": [1, 8]}",0,0,"{""topk_rows"": 1, ""topk_candidates"": 128}",0,512,96,Top-k is an explicit selection primitive; candidate counts are not comparisons or FLOPs. Backend selection algorithm is unspecified.
8,router_renormalize_cast,routing,"{""selected_probabilities"": [1, 8]}",0,15,{},0,32,16,"Selected probabilities are renormalized if norm_topk_prob, then cast to activation dtype; row reduction assumed on-chip."
8,routing_one_hot,routing_metadata,"{""selected_int64"": [1, 8], ""mask_int64"": [1, 8, 128]}",0,0,"{""one_hot_entries"": 1024}",0,64,8192,Pinned HF reference materializes one_hot int64; this large routing mask is not assumed in optimized dispatch.
8,routing_where,routing_metadata,"{""mask_int64"": [128, 8, 1], ""top_x_and_slot_each"": [8]}",0,0,"{""integer_nonzero_tests"": 1024}",0,8192,128,Scan each expert mask; two int64 coordinates per assignment. Permute is a view.
8,expert_gather,routing,"{""source"": [1, 4096], ""gathered_rows"": [8, 4096]}",0,0,{},0,65600,65536,Logical gathers summed over experts; n_e and each concrete GEMM shape are in expert_matrices.
8,expert_gate_proj,linear,"{""input_per_expert"": [""n_e"", 4096], ""weight_storage_each"": [1536, 4096], ""output_per_expert"": [""n_e"", 1536], ""nonempty_experts"": 8, ""tokens_per_expert"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",100663296,0,{},100663296,65536,24576,"Sum of unpadded per-expert GEMMs; each visited expert weight read once per layer, not once per token."
8,expert_up_proj,linear,"{""input_per_expert"": [""n_e"", 4096], ""weight_storage_each"": [1536, 4096], ""output_per_expert"": [""n_e"", 1536], ""nonempty_experts"": 8, ""tokens_per_expert"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",100663296,0,{},100663296,65536,24576,"Sum of unpadded per-expert GEMMs; each visited expert weight read once per layer, not once per token."
8,expert_silu_mul,activation,"{""gate_and_up_each"": [8, 1536]}",0,49152,"{""exp"": 12288, ""negate"": 12288}",0,49152,24576,
8,expert_down_proj,linear,"{""input_per_expert"": [""n_e"", 1536], ""weight_storage_each"": [4096, 1536], ""output_per_expert"": [""n_e"", 4096], ""nonempty_experts"": 8, ""tokens_per_expert"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",100663296,0,{},100663296,24576,65536,Unpadded per-expert GEMMs; empty experts have zero arithmetic and no weight payload.
8,expert_probability_multiply,routing,"{""expert_outputs"": [8, 4096], ""routing_weights"": [8]}",0,32768,{},0,65680,65536,Probability broadcast reuses one value per assignment; int64 token/slot indices included.
8,expert_output_zero,routing,"{""output"": [1, 4096]}",0,0,{},0,0,8192,Reference initializes final_hidden_states to zero.
8,expert_index_add,routing,"{""weighted_outputs"": [8, 4096], ""combined_output"": [1, 4096]}",0,32768,{},0,131136,65536,"Reference index_add includes the first add into zero; destination read/update per assignment is logical payload, not measured HBM."
8,ffn_residual,residual,"{""inputs_each"": [1, 4096], ""output"": [1, 4096]}",0,4096,{},0,16384,8192,
9,input_layernorm,normalization,"{""input"": [1, 4096], ""weight"": [4096], ""output"": [1, 4096]}",0,16385,"{""rsqrt"": 1}",8192,8192,8192,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
9,q_proj,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 8192], ""weight_storage"": [8192, 4096], ""output"": [1, 8192]}",67108864,0,{},67108864,8192,16384,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
9,k_proj,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 512], ""weight_storage"": [512, 4096], ""output"": [1, 512]}",4194304,0,{},4194304,8192,1024,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
9,v_proj,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 512], ""weight_storage"": [512, 4096], ""output"": [1, 512]}",4194304,0,{},4194304,8192,1024,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
9,q_norm,normalization,"{""input"": [64, 128], ""weight"": [128], ""output"": [64, 128]}",0,32832,"{""rsqrt"": 64}",256,16384,16384,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
9,k_norm,normalization,"{""input"": [4, 128], ""weight"": [128], ""output"": [4, 128]}",0,2052,"{""rsqrt"": 4}",256,1024,1024,按 FP32 行内归约的代数计数；rsqrt、类型转换与临时 FP32 张量分列／不推断 HBM spill。
9,apply_rope,position,"{""Q"": [1, 64, 1, 128], ""K"": [1, 4, 1, 128]}",0,26112,"{""negate"": 4352}",0,17920,17408,2 multiply + 1 add/元素，rotate_half 符号翻转分列；表按批／头理想复用。
9,kv_append,state,"{""new_K_and_V_each"": [1, 4, 1, 128]}",0,0,{},0,2048,2048,原位／分页 append 载荷；不假定动态 torch.cat 对旧缓存整段复制。
9,qk,attention,"{""Q"": [1, 64, 1, 128], ""K_shared"": [1, 4, 8193, 128], ""scores_rectangular"": [1, 64, 1, 8193]}",134234112,0,{},0,8406016,2097408,FLOPs 仅有效因果位置；载荷是假定 Q/K 各读一次、GQA 头共享，完整分数矩阵物化。
9,score_scale_mask_softmax,softmax,"{""scores"": [1, 64, 1, 8193]}",0,2097344,"{""exp"": 524352, ""compare_max"": 524288, ""mask_decisions"": 524352}",0,2097408,2097408,选择的融合 scale/mask/softmax 代数工作；屏蔽点不计 exp。物化 FP32 默认概率；非具体 eager trace。
9,pv,attention,"{""P"": [1, 64, 1, 8193], ""V_shared"": [1, 4, 8193, 128], ""output"": [1, 64, 1, 128]}",134234112,0,{},0,10487040,16384,PV/AV：各 Q 头仍计算；V 容量不乘 GQA 复制数。载荷假定 V 在头／查询之间理想复用。
9,o_proj,linear,"{""input"": [1, 8192], ""weight_math"": [8192, 4096], ""weight_storage"": [4096, 8192], ""output"": [1, 4096]}",67108864,0,{},67108864,16384,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。
9,attention_residual,residual,"{""inputs_each"": [1, 4096], ""output"": [1, 4096]}",0,4096,{},0,16384,8192,
