layer,name,category,shapes,matrix_flops,scalar_flops,special_ops,weight_read_bytes,activation_read_bytes,activation_write_bytes,notes,repeats
aggregate; see repeats,moe.expert129.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert130.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert130.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert131.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert131.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert132.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert132.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert133.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert133.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert134.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert134.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert135.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert135.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert136.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert136.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert137.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert137.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert138.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert138.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert139.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert139.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert140.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert140.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert141.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert141.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert142.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert142.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert143.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert143.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert144.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert144.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert145.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert145.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert146.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert146.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert147.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert147.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert148.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert148.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert149.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert149.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert150.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert150.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert151.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert151.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert152.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert152.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert153.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert153.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert154.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert154.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert155.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert155.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert156.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert156.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert157.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert157.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert158.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert158.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert159.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert159.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert160.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert160.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert161.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert161.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert162.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert162.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert163.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert163.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert164.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert164.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert165.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert165.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert166.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert166.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert167.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert167.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert168.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert168.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert169.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert169.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert170.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert170.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert171.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert171.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert172.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert172.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert173.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert173.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert174.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert174.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert175.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert175.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert176.gate_up,linear,"{""input"": [40, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [40, 2048]}",671088640,0,{},16777216,327680,163840,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
aggregate; see repeats,moe.expert176.down,linear,"{""input"": [40, 1024], ""weight_math"": [1024, 4096], ""weight_storage"": [4096, 1024], ""output"": [40, 4096]}",335544320,0,{},8388608,81920,327680,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,60
